City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Morgan City,US,2020-06-27 20:48:54,29.7,-91.21,87.8,74,40,6.93
307,Shingu,JP,2020-06-27 20:48:54,33.73,135.98,73.0,96,100,7.14
308,Buala,SB,2020-06-27 20:48:54,-8.14,159.59,81.23,78,75,4.59
309,Faya,SA,2020-06-27 20:48:54,18.39,42.45,80.6,16,92,6.93
310,Flinders,AU,2020-06-27 20:48:54,-34.58,150.86,45.0,86,48,1.99
311,Kalaleh,IR,2020-06-27 20:48:54,37.38,55.49,73.4,64,0,6.93
312,Diego De Almagro,CL,2020-06-27 20:48:54,-26.37,-70.05,70.29,23,9,9.8
313,Shimoda,JP,2020-06-27 20:48:54,34.67,138.95,69.01,93,100,5.32
314,Oistins,BB,2020-06-27 20:48:54,13.07,-59.53,86.0,70,20,20.8
315,Tocopilla,CL,2020-06-27 20:48:54,-22.09,-70.2,65.75,55,26,1.99
316,Filiatra,GR,2020-06-27 20:48:54,37.15,21.58,73.99,83,20,6.38
317,Banjar,ID,2020-06-27 20:48:54,-8.19,114.97,78.8,100,75,11.41
318,Goderich,CA,2020-06-27 20:45:02,43.75,-81.72,82.99,84,47,5.99
319,Clyde River,CA,2020-06-27 20:48:54,70.47,-68.59,44.6,81,20,5.82
320,Williams Lake,CA,2020-06-27 20:48:54,52.14,-122.14,53.6,66,75,4.7
321,Hami,CN,2020-06-27 20:48:54,42.8,93.45,74.68,37,0,4.88
322,Limbang,MY,2020-06-27 20:48:54,4.75,115.0,75.2,88,75,3.36
323,Kananga,CD,2020-06-27 20:48:54,-5.9,22.42,74.05,41,30,2.8
324,Jaciara,BR,2020-06-27 20:48:54,-15.97,-54.97,77.23,65,2,8.57
325,Meulaboh,ID,2020-06-27 20:44:09,4.14,96.13,76.01,87,51,3.58
326,Rio Grande,BR,2020-06-27 20:46:39,-32.03,-52.1,55.4,58,75,5.82
327,Vardo,NO,2020-06-27 20:48:54,70.37,31.11,44.74,87,98,15.39
328,Port Blair,IN,2020-06-27 20:48:54,11.67,92.75,81.99,80,100,8.01
329,Muzhi,RU,2020-06-27 20:48:55,65.37,64.67,41.49,84,46,4.03
330,Dunaszekcso,HU,2020-06-27 20:48:55,46.09,18.76,71.6,88,0,4.7
331,Fare,PF,2020-06-27 20:48:55,-16.7,-151.02,77.58,73,76,16.33
332,Lundazi,ZM,2020-06-27 20:48:55,-12.29,33.18,62.6,62,6,6.53
333,Havelock,US,2020-06-27 20:48:55,34.88,-76.9,87.8,55,40,6.93
334,Margate,GB,2020-06-27 20:48:55,51.38,1.39,63.0,80,99,5.01
335,Necochea,AR,2020-06-27 20:48:55,-38.55,-58.74,44.01,94,100,1.99
336,Quatre Cocos,MU,2020-06-27 20:48:55,-20.21,57.76,72.0,88,40,11.41
337,Columbus,US,2020-06-27 20:44:22,39.96,-83.0,81.0,73,75,8.05
338,Poplar Bluff,US,2020-06-27 20:43:59,36.76,-90.39,86.0,62,20,12.75
339,Charters Towers,AU,2020-06-27 20:48:55,-20.1,146.27,58.1,78,20,7.14
340,Viedma,AR,2020-06-27 20:48:55,-40.81,-63.0,42.4,66,61,5.95
341,Manzhouli,CN,2020-06-27 20:48:55,49.6,117.43,64.24,50,34,3.47
342,Sebeta,ET,2020-06-27 20:48:55,8.92,38.62,62.6,82,20,8.05
343,Airai,TL,2020-06-27 20:48:55,-8.93,125.41,55.36,98,30,3.36
344,Peleduy,RU,2020-06-27 20:48:55,59.63,112.74,59.95,87,77,2.21
345,Teguldet,RU,2020-06-27 20:48:55,57.31,88.17,59.97,96,0,5.79
346,Beian,NO,2020-06-27 20:48:55,63.66,9.57,66.2,77,40,8.05
347,Rocha,UY,2020-06-27 20:48:55,-34.48,-54.33,44.85,78,45,4.65
348,San Jose,US,2020-06-27 20:45:09,37.34,-121.89,91.99,48,20,12.75
349,Kazanka,UA,2020-06-27 20:48:55,47.85,32.82,69.8,64,37,4.47
350,Lompoc,US,2020-06-27 20:48:55,34.64,-120.46,70.0,64,10,14.99
351,Balkanabat,TM,2020-06-27 20:48:55,39.51,54.37,77.05,17,55,17.78
352,Millville,US,2020-06-27 20:48:55,39.4,-75.04,87.01,51,1,8.05
353,Cartagena,CO,2020-06-27 20:44:40,10.4,-75.51,86.0,74,40,6.93
354,Peniche,PT,2020-06-27 20:48:55,39.36,-9.38,68.0,90,0,7.0
355,Dalvik,IS,2020-06-27 20:48:56,65.97,-18.53,48.2,93,90,9.17
356,Along,IN,2020-06-27 20:48:56,28.17,94.77,72.12,89,99,1.19
357,Nemuro,JP,2020-06-27 20:48:56,43.32,145.57,50.5,97,100,13.87
358,Tanda,IN,2020-06-27 20:48:56,26.55,82.65,84.04,74,97,4.32
359,Benghazi,LY,2020-06-27 20:48:56,32.12,20.07,74.21,77,0,11.79
360,Northam,GB,2020-06-27 20:48:56,51.03,-4.22,55.99,90,62,14.0
361,Mamit,IN,2020-06-27 20:48:56,23.93,92.48,71.13,100,100,5.03
362,Saint-Louis,SN,2020-06-27 20:48:56,16.33,-15.0,88.16,37,21,18.3
363,Alice Springs,AU,2020-06-27 20:48:56,-23.7,133.88,32.0,70,0,4.7
364,Deputatskiy,RU,2020-06-27 20:48:56,69.3,139.9,63.73,52,86,4.94
365,Proletariy,RU,2020-06-27 20:48:56,58.43,31.7,64.42,71,13,2.35
366,Manoel Urbano,BR,2020-06-27 20:48:56,-8.84,-69.26,80.96,89,97,1.16
367,Salinopolis,BR,2020-06-27 20:48:56,-0.61,-47.36,80.11,84,25,9.48
368,Puerto Madero,MX,2020-06-27 20:48:56,14.72,-92.42,91.4,70,20,9.17
369,Prince Rupert,CA,2020-06-27 20:48:56,54.32,-130.32,51.8,100,90,3.36
370,Odweyne,SO,2020-06-27 20:46:43,9.41,45.06,77.9,49,77,15.05
371,Manturovo,RU,2020-06-27 20:48:56,58.34,44.76,48.56,94,0,4.45
372,Maine-Soroa,NE,2020-06-27 20:48:56,13.21,12.02,92.12,29,81,14.79
373,Huntingdon,GB,2020-06-27 20:48:56,52.33,-0.19,62.01,67,13,11.01
374,Sozimskiy,RU,2020-06-27 20:48:56,59.74,52.25,47.55,95,100,8.77
375,Sinnamary,GF,2020-06-27 20:48:56,5.38,-52.95,81.72,76,60,7.67
376,Cabo San Lucas,MX,2020-06-27 20:48:56,22.89,-109.91,87.8,58,90,9.17
377,San Cristobal,VE,2020-06-27 20:48:56,7.77,-72.22,87.8,58,40,6.93
378,Mago,RU,2020-06-27 20:48:56,53.25,140.18,52.79,83,91,2.33
379,Pendleton,US,2020-06-27 20:44:40,45.67,-118.79,80.6,13,1,25.28
380,Evensk,RU,2020-06-27 20:48:56,61.95,159.23,52.23,74,39,6.08
381,Ibipeba,BR,2020-06-27 20:48:56,-11.64,-42.01,70.32,55,16,5.64
382,Gari,RU,2020-06-27 20:48:57,59.43,62.35,49.86,85,99,4.59
383,Korla,CN,2020-06-27 20:48:57,41.76,86.15,84.0,71,97,1.99
384,Idappadi,IN,2020-06-27 20:48:57,11.58,77.85,79.59,77,80,5.23
385,Betioky,MG,2020-06-27 20:48:57,-23.72,44.38,63.91,93,0,0.51
386,Milkovo,RU,2020-06-27 20:48:57,54.72,158.62,63.7,57,62,1.45
387,Taman,RU,2020-06-27 20:48:57,45.21,36.72,64.4,82,0,4.47
388,Estrela,BR,2020-06-27 20:48:57,-28.06,-50.94,46.99,95,100,3.33
389,Kedrovyy,RU,2020-06-27 20:48:57,56.17,91.82,57.2,100,82,2.24
390,Sri Aman,MY,2020-06-27 20:48:57,1.24,111.46,77.0,94,100,3.36
391,Griffith,US,2020-06-27 20:48:57,41.53,-87.42,90.0,55,40,5.75
392,Sisophon,KH,2020-06-27 20:48:57,13.59,102.97,77.04,88,73,3.58
393,Ipaba,BR,2020-06-27 20:48:57,-19.41,-42.42,69.87,73,9,1.74
394,Keti Bandar,PK,2020-06-27 20:48:57,24.14,67.45,86.43,78,4,19.51
395,Nouakchott,MR,2020-06-27 20:44:35,18.09,-15.98,77.0,83,40,17.22
396,Jacareacanga,BR,2020-06-27 20:48:57,-6.22,-57.75,86.92,52,1,1.43
397,San Lawrenz,MT,2020-06-27 20:48:57,36.06,14.2,75.99,88,0,6.93
398,Kushima,JP,2020-06-27 20:48:57,31.46,131.23,75.2,88,90,12.75
399,Vao,NC,2020-06-27 20:48:57,-22.67,167.48,69.87,65,3,15.48
400,Karasjok,NO,2020-06-27 20:48:57,69.47,25.51,48.2,76,61,21.92
401,Santa Rosa,PH,2020-06-27 20:48:57,14.31,121.11,79.0,94,90,1.12
402,Novyy Urengoy,RU,2020-06-27 20:48:57,66.08,76.63,50.41,73,100,3.76
403,Williston,US,2020-06-27 20:48:57,48.15,-103.62,97.0,28,18,5.99
404,Shache,CN,2020-06-27 20:46:59,38.42,77.24,70.27,30,40,9.04
405,Asau,RO,2020-06-27 20:48:58,46.43,26.4,66.0,75,0,5.3
406,Natal,BR,2020-06-27 20:48:58,-5.79,-35.21,77.0,88,40,11.41
407,Sao Gabriel Da Cachoeira,BR,2020-06-27 20:48:58,-0.13,-67.09,82.11,88,100,2.62
408,Aklavik,CA,2020-06-27 20:48:58,68.22,-135.01,51.8,43,75,11.41
409,Ryotsu,JP,2020-06-27 20:48:58,38.08,138.43,68.0,100,90,1.12
410,Palaikastron,GR,2020-06-27 20:48:58,35.2,26.25,77.0,54,0,14.0
411,Pitalito,CO,2020-06-27 20:47:16,1.85,-76.05,73.72,70,19,3.33
412,Petropavlovsk-Kamchatskiy,RU,2020-06-27 20:48:58,53.05,158.65,62.6,72,9,6.71
413,Nortelandia,BR,2020-06-27 20:48:58,-14.45,-56.8,81.5,53,0,6.4
414,Noyabrsk,RU,2020-06-27 20:48:58,63.2,75.45,50.7,96,100,10.18
415,Chitral,PK,2020-06-27 20:48:58,35.85,71.79,72.61,31,39,3.78
416,Taoudenni,ML,2020-06-27 20:48:58,22.68,-3.98,102.67,7,0,10.13
417,Huoqiu,CN,2020-06-27 20:48:58,32.34,116.27,71.29,97,100,13.24
418,Ilo,PE,2020-06-27 20:48:58,-17.64,-71.34,63.7,72,0,4.34
419,Tuatapere,NZ,2020-06-27 20:48:58,-46.13,167.68,45.59,83,100,2.01
420,Belomorsk,RU,2020-06-27 20:48:58,64.52,34.77,49.23,75,74,3.6
421,Dicabisagan,PH,2020-06-27 20:48:58,17.08,122.42,79.48,74,100,1.99
422,Bintulu,MY,2020-06-27 20:48:58,3.17,113.03,75.2,94,40,4.7
423,Safaga,EG,2020-06-27 20:48:58,26.73,33.94,86.0,42,0,7.9
424,Bac Lieu,VN,2020-06-27 20:48:58,9.29,105.72,79.27,83,100,7.83
425,Dagumba-An,PH,2020-06-27 20:48:58,8.15,124.59,73.99,95,97,7.0
426,Parkes,AU,2020-06-27 20:48:58,-33.13,148.18,42.01,95,80,6.58
427,Kavaratti,IN,2020-06-27 20:48:58,10.57,72.64,83.79,75,62,18.66
428,Sivaki,RU,2020-06-27 20:48:58,52.63,126.75,59.2,96,100,3.27
429,Carlsbad,US,2020-06-27 20:48:58,33.16,-117.35,78.01,69,1,11.41
430,Takaka,NZ,2020-06-27 20:48:58,-40.85,172.8,55.99,89,33,5.99
431,Oktyabrskoye,RU,2020-06-27 20:48:58,43.06,44.74,62.6,72,85,8.95
432,Yambio,SS,2020-06-27 20:48:58,4.57,28.4,66.85,93,82,1.32
433,Praxedis Guerrero,MX,2020-06-27 20:48:58,31.37,-106.02,99.0,13,75,9.17
434,Muscat,OM,2020-06-27 20:48:59,23.61,58.59,95.0,50,31,1.12
435,Sabang,ID,2020-06-27 20:48:59,5.89,95.32,81.86,75,40,8.48
436,Cape Coast,GH,2020-06-27 20:48:29,5.11,-1.25,76.89,87,99,12.17
437,Klaksvik,FO,2020-06-27 20:48:59,62.23,-6.59,59.0,93,98,12.75
438,Zaozerne,UA,2020-06-27 20:48:59,45.16,33.28,71.53,54,0,8.12
439,Atar,MR,2020-06-27 20:48:59,20.52,-13.05,102.13,9,11,11.32
440,Juli,PE,2020-06-27 20:48:59,-16.22,-69.45,48.78,42,0,3.71
441,Madras,IN,2020-06-27 20:48:02,13.09,80.28,86.0,79,40,6.93
442,Ashland,US,2020-06-27 20:48:59,40.82,-82.27,78.8,74,75,9.17
443,Srandakan,ID,2020-06-27 20:48:59,-7.94,110.25,72.91,88,0,4.76
444,Nioro,GM,2020-06-27 20:48:59,13.35,-15.75,85.5,59,80,11.5
445,Maryville,US,2020-06-27 20:46:10,35.76,-83.97,78.8,61,90,14.99
446,Herre,NO,2020-06-27 20:48:59,59.1,9.57,75.0,72,98,1.99
447,Kahului,US,2020-06-27 20:45:29,20.89,-156.47,86.0,58,40,13.87
448,Namibe,AO,2020-06-27 20:48:59,-15.2,12.15,67.55,80,42,8.5
449,Halifax,CA,2020-06-27 20:48:02,44.65,-63.57,75.99,56,100,13.29
450,Nhulunbuy,AU,2020-06-27 20:48:59,-12.23,136.77,73.4,88,40,5.82
451,Casino,AU,2020-06-27 20:48:59,-28.87,153.05,53.6,100,57,2.39
452,Pimentel,PE,2020-06-27 20:48:59,-6.84,-79.93,67.42,76,9,13.78
453,Terrace,CA,2020-06-27 20:44:52,54.52,-128.6,59.0,67,90,9.17
454,Longyan,CN,2020-06-27 20:48:59,25.11,117.02,74.17,88,91,2.42
455,Bhanpura,IN,2020-06-27 20:48:59,24.51,75.75,88.2,63,99,15.01
456,Kargil,IN,2020-06-27 20:48:59,34.57,76.1,52.16,51,0,7.07
457,Cizre,TR,2020-06-27 20:48:59,37.33,42.19,82.69,16,0,2.33
458,Porto Novo,BJ,2020-06-27 20:48:59,6.5,2.6,80.6,83,40,16.11
459,Longyearbyen,SJ,2020-06-27 20:48:59,78.22,15.64,46.4,65,40,3.36
460,Hokitika,NZ,2020-06-27 20:49:00,-42.72,170.97,51.87,90,100,6.44
461,Ahuimanu,US,2020-06-27 20:49:00,21.44,-157.84,84.2,65,1,11.41
462,Petatlan,MX,2020-06-27 20:49:00,17.52,-101.27,91.4,63,75,13.87
463,Watertown,US,2020-06-27 20:49:00,42.37,-71.18,75.99,69,90,4.7
464,Mabai,CN,2020-06-27 20:49:00,23.01,104.45,62.06,100,87,3.78
465,Firozpur Jhirka,IN,2020-06-27 20:49:00,27.8,76.95,90.97,55,58,11.88
466,Parrita,CR,2020-06-27 20:49:00,9.52,-84.32,75.2,73,75,3.36
467,Bichura,RU,2020-06-27 20:49:00,50.59,107.6,60.57,83,100,2.62
468,Brae,GB,2020-06-27 20:49:00,60.4,-1.35,59.0,93,100,20.8
469,Truth Or Consequences,US,2020-06-27 20:47:00,33.13,-107.25,91.4,13,1,21.92
470,Sisimiut,GL,2020-06-27 20:49:00,66.94,-53.67,43.21,80,50,7.0
471,Guane,CU,2020-06-27 20:49:00,22.2,-84.09,90.19,54,1,11.41
472,Naples,IT,2020-06-27 20:47:55,40.83,14.25,78.8,41,0,2.24
473,Oriximina,BR,2020-06-27 20:49:00,-1.77,-55.87,84.61,68,57,4.0
474,Havoysund,NO,2020-06-27 20:49:00,71.0,24.66,42.8,93,95,11.41
475,Jumla,NP,2020-06-27 20:49:00,29.27,82.18,60.13,71,76,0.72
476,Kungurtug,RU,2020-06-27 20:49:00,50.6,97.52,49.53,72,0,0.72
477,Chimbote,PE,2020-06-27 20:44:25,-9.09,-78.58,67.33,74,72,10.02
478,Yanam,IN,2020-06-27 20:49:00,16.73,82.22,81.73,87,100,2.71
479,Takoradi,GH,2020-06-27 20:49:00,4.88,-1.76,76.82,87,100,11.61
480,Dothan,US,2020-06-27 20:46:30,31.22,-85.39,91.4,55,20,10.29
481,Dhidhdhoo,MV,2020-06-27 20:49:00,6.88,73.1,83.34,77,100,14.5
482,Dir,PK,2020-06-27 20:44:07,35.21,71.88,69.3,44,0,3.74
483,Vestmannaeyjar,IS,2020-06-27 20:49:00,63.44,-20.27,52.27,92,100,5.5
484,Rayagada,IN,2020-06-27 20:49:00,19.17,83.42,79.2,88,100,1.97
485,Akureyri,IS,2020-06-27 20:49:00,65.68,-18.09,48.2,93,90,9.17
486,Harnosand,SE,2020-06-27 20:49:00,62.63,17.94,61.0,38,0,4.7
487,Tibati,CM,2020-06-27 20:49:01,6.47,12.63,67.23,95,97,1.9
488,Tucuman,AR,2020-06-27 20:49:01,-26.82,-65.22,62.6,55,75,3.36
489,Tomatlan,MX,2020-06-27 20:49:01,19.93,-105.25,91.85,50,80,9.13
490,Skelleftea,SE,2020-06-27 20:46:56,64.75,20.95,59.0,58,0,5.82
491,Naze,JP,2020-06-27 20:49:01,28.37,129.48,80.6,94,75,13.87
492,Manono,CD,2020-06-27 20:49:01,-7.3,27.42,77.02,44,59,3.6
493,Mattawa,US,2020-06-27 20:49:01,46.74,-119.9,80.6,24,83,9.17
494,Whitehorse,CA,2020-06-27 20:48:35,60.72,-135.05,64.4,36,75,8.05
495,Labuhan,ID,2020-06-27 20:49:01,-6.88,112.21,74.7,86,19,7.65
496,Balaipungut,ID,2020-06-27 20:49:01,1.05,101.28,75.16,92,73,2.35
497,Port Antonio,JM,2020-06-27 20:49:01,18.18,-76.46,87.8,74,20,27.51
498,Biak,ID,2020-06-27 20:49:01,-0.91,122.88,73.89,78,96,5.08
499,Inirida,CO,2020-06-27 20:49:01,3.87,-67.92,83.79,78,84,2.06
500,Wamba,NG,2020-06-27 20:46:15,8.93,8.6,73.89,85,50,2.53
501,Balagansk,RU,2020-06-27 20:49:01,54.01,103.05,58.8,90,78,2.24
502,The Valley,AI,2020-06-27 20:49:01,18.22,-63.06,86.0,66,40,16.11
503,Show Low,US,2020-06-27 20:49:01,34.25,-110.03,86.0,9,1,25.28
504,Asosa,ET,2020-06-27 20:49:01,10.07,34.53,61.36,100,100,1.54
505,Tura,IN,2020-06-27 20:49:01,25.52,90.22,73.94,98,95,5.77
506,Trairi,BR,2020-06-27 20:49:02,-3.28,-39.27,78.22,78,92,10.11
507,Bitung,ID,2020-06-27 20:49:02,1.45,125.18,75.2,100,40,1.12
508,Paita,PE,2020-06-27 20:49:02,-5.09,-81.11,70.63,68,72,15.43
509,Am Timan,TD,2020-06-27 20:49:02,11.03,20.28,81.55,58,4,10.11
510,Guadalupe Y Calvo,MX,2020-06-27 20:49:02,26.1,-106.97,67.57,65,100,5.68
511,Paramonga,PE,2020-06-27 20:49:02,-10.67,-77.83,66.92,72,86,9.51
512,Caravelas,BR,2020-06-27 20:49:02,-17.71,-39.25,72.32,82,0,4.56
513,Mackay,AU,2020-06-27 20:49:02,-21.15,149.2,62.6,93,17,11.41
514,Saint-Georges,GD,2020-06-27 20:49:02,12.06,-61.75,82.4,88,40,23.04
515,Camacupa,AO,2020-06-27 20:49:02,-12.02,17.48,56.25,37,0,2.82
516,Cayenne,GF,2020-06-27 20:49:02,4.93,-52.33,86.0,70,40,10.29
517,Dingle,PH,2020-06-27 20:49:02,11.0,122.67,76.96,88,100,4.9
518,Poum,NC,2020-06-27 20:49:02,-20.23,164.02,69.66,66,3,8.63
519,Dargaville,NZ,2020-06-27 20:49:02,-35.93,173.88,54.97,79,1,10.11
520,Erenhot,CN,2020-06-27 20:49:02,43.65,111.98,71.17,30,100,9.69
521,Coahuayana,MX,2020-06-27 20:49:02,18.73,-103.68,84.2,58,40,6.26
522,Saldanha,ZA,2020-06-27 20:49:02,-33.01,17.94,57.2,76,39,3.36
523,Kanker,IN,2020-06-27 20:49:02,20.27,81.49,81.45,71,97,2.86
524,Robe,AU,2020-06-27 20:49:02,-37.18,139.75,49.12,76,0,10.69
525,Half Moon Bay,US,2020-06-27 20:49:02,37.46,-122.43,73.4,56,5,10.29
526,Cancun,MX,2020-06-27 20:48:19,21.17,-86.85,87.8,74,40,9.17
527,Dolores,AR,2020-06-27 20:49:02,-36.31,-57.68,45.63,73,100,4.36
528,Churapcha,RU,2020-06-27 20:49:02,62.0,132.43,69.96,56,78,0.31
529,Winkler,CA,2020-06-27 20:49:03,49.18,-97.94,87.8,42,1,12.75
530,Poronaysk,RU,2020-06-27 20:49:03,49.22,143.12,48.83,89,100,2.8
531,Padampur,IN,2020-06-27 20:49:03,29.68,73.62,99.23,31,11,15.17
532,Jaque,PA,2020-06-27 20:49:03,7.52,-78.17,80.87,80,87,6.64
533,Hambantota,LK,2020-06-27 20:46:43,6.12,81.12,80.46,81,53,16.8
534,Tahoua,NE,2020-06-27 20:49:03,14.89,5.27,71.6,100,20,29.97
535,Veraval,IN,2020-06-27 20:49:03,20.9,70.37,85.71,78,87,13.62
536,Honiara,SB,2020-06-27 20:49:03,-9.43,159.95,71.6,100,75,3.8
537,Vuktyl,RU,2020-06-27 20:49:03,63.86,57.31,40.71,76,47,6.49
538,Kirkland Lake,CA,2020-06-27 20:45:02,48.14,-80.04,73.4,73,40,12.75
539,Jalpan,MX,2020-06-27 20:49:03,21.23,-99.48,86.77,47,41,6.67
540,Springdale,US,2020-06-27 20:48:21,36.19,-94.13,86.0,70,90,19.46
541,Miri,MY,2020-06-27 20:49:03,4.41,114.01,73.4,100,40,4.7
542,Coihaique,CL,2020-06-27 20:48:04,-45.58,-72.07,33.8,64,75,3.36
543,West Bay,KY,2020-06-27 20:49:03,19.37,-81.42,87.8,74,20,14.99
544,Severnoye,RU,2020-06-27 20:49:03,56.35,78.36,54.18,95,28,6.93
545,Gigmoto,PH,2020-06-27 20:49:03,13.78,124.39,79.81,81,100,5.57
546,Cobija,BO,2020-06-27 20:49:03,-11.03,-68.77,81.64,71,94,1.97
547,Emba,KZ,2020-06-27 20:49:03,48.83,58.14,62.46,65,70,9.26
548,Souillac,MU,2020-06-27 20:49:03,-20.52,57.52,69.8,88,40,11.41
549,Cockburn Town,TC,2020-06-27 20:49:03,21.46,-71.14,86.0,74,40,13.87
550,Upata,VE,2020-06-27 20:49:03,8.01,-62.4,82.38,62,92,7.83
551,Zeya,RU,2020-06-27 20:49:03,53.75,127.27,61.86,77,100,1.99
552,Banyliv,UA,2020-06-27 20:49:04,48.37,25.35,66.04,86,67,4.07
553,Strausberg,DE,2020-06-27 20:49:04,52.58,13.89,75.99,65,64,5.88
554,Creel,MX,2020-06-27 20:49:04,27.75,-107.63,55.49,88,95,12.75
555,Kudahuvadhoo,MV,2020-06-27 20:49:04,2.67,72.89,82.76,78,100,9.6
556,Gobabis,NA,2020-06-27 20:49:04,-22.45,18.97,48.2,34,0,2.24
557,Ituacu,BR,2020-06-27 20:49:04,-13.81,-41.3,72.09,69,35,5.44
558,Pontianak,ID,2020-06-27 20:49:04,-0.03,109.33,74.84,88,100,5.3
559,Anadyr,RU,2020-06-27 20:49:04,64.75,177.48,37.4,64,40,22.37
560,Sortland,NO,2020-06-27 20:49:04,68.69,15.42,57.99,76,59,21.92
561,Singaraja,ID,2020-06-27 20:49:04,-8.11,115.09,78.15,74,29,2.53
562,Mapimi,MX,2020-06-27 20:49:04,25.82,-103.85,89.6,35,75,14.99
563,Bontang,ID,2020-06-27 20:49:04,0.13,117.5,74.44,89,100,4.41
564,Marystown,CA,2020-06-27 20:49:04,47.17,-55.15,62.47,79,82,1.57
565,Mogadishu,SO,2020-06-27 20:49:04,2.04,45.34,78.28,87,32,15.5
566,Mangai,CD,2020-06-27 20:49:04,-4.05,19.53,74.86,56,61,0.58
567,Carutapera,BR,2020-06-27 20:49:04,-1.2,-46.02,77.7,89,76,6.46
568,Point Pedro,LK,2020-06-27 20:49:04,9.82,80.23,83.17,80,58,19.39
569,Xining,CN,2020-06-27 20:49:04,36.62,101.77,50.13,47,0,2.62
570,Qui Nhon,VN,2020-06-27 20:49:04,13.77,109.23,78.82,83,95,2.21
571,Nacogdoches,US,2020-06-27 20:49:04,31.6,-94.63,90.0,62,90,10.29
572,Katima Mulilo,NA,2020-06-27 20:49:04,-17.5,24.27,53.6,58,0,1.12
573,Shieli,KZ,2020-06-27 20:49:05,44.17,66.75,54.3,51,3,5.57
574,Agirish,RU,2020-06-27 20:49:05,61.92,63.02,46.26,75,61,4.61
575,Wyszkow,PL,2020-06-27 20:49:05,52.59,21.46,66.99,87,0,6.69
576,Aykhal,RU,2020-06-27 20:48:44,66.0,111.5,62.6,67,90,2.24
577,Bang Saphan,TH,2020-06-27 20:49:05,11.21,99.51,77.34,86,99,4.76
