City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description,Rain (inches),Snow (inches)
395,Kosh-Agach,50.0,88.67,52.88,71,92,4.72,RU,2020-06-28 16:17:44,overcast clouds,0.0,0.0
396,Susangerd,31.56,48.18,109.4,11,0,11.41,IR,2020-06-28 16:17:44,clear sky,0.0,0.0
397,Balsas,-7.53,-46.04,93.22,30,2,8.05,BR,2020-06-28 16:17:44,clear sky,0.0,0.0
398,Tiznit,29.58,-9.5,85.57,32,0,9.89,MA,2020-06-28 16:17:44,clear sky,0.0,0.0
399,Lerwick,60.15,-1.15,60.8,82,20,21.92,GB,2020-06-28 16:17:44,few clouds,0.0,0.0
400,Paidha,2.42,30.99,66.11,84,0,1.97,UG,2020-06-28 16:17:44,light rain,0.18,0.0
401,San Angelo,31.46,-100.44,84.2,62,1,19.46,US,2020-06-28 16:17:44,clear sky,0.0,0.0
402,Javanrud,34.8,46.52,76.98,18,0,9.26,IR,2020-06-28 16:17:44,clear sky,0.0,0.0
403,Russell,32.35,-85.2,87.8,62,75,10.29,US,2020-06-28 16:15:08,broken clouds,0.0,0.0
404,Brigantine,39.41,-74.36,89.01,48,40,6.93,US,2020-06-28 16:17:44,scattered clouds,0.0,0.0
405,Mandera,3.94,41.87,88.48,44,33,17.43,KE,2020-06-28 16:17:44,scattered clouds,0.0,0.0
406,Buraydah,26.33,43.98,109.4,11,43,4.7,SA,2020-06-28 16:17:44,scattered clouds,0.0,0.0
407,Maneadero,31.72,-116.57,64.99,90,79,4.0,MX,2020-06-28 16:17:44,broken clouds,0.0,0.0
408,Pasco,28.29,-82.42,91.99,70,100,1.01,US,2020-06-28 16:17:44,overcast clouds,0.0,0.0
409,Half Moon Bay,37.46,-122.43,60.8,67,75,13.87,US,2020-06-28 16:17:44,broken clouds,0.0,0.0
410,Hofn,64.25,-15.21,62.6,63,75,21.92,IS,2020-06-28 16:17:44,shower rain,0.0,0.0
411,Pathein,16.78,94.73,76.77,87,52,2.26,MM,2020-06-28 16:17:44,broken clouds,0.0,0.0
412,Kidal,18.44,1.41,110.07,6,20,15.14,ML,2020-06-28 16:17:44,few clouds,0.0,0.0
413,Nanga Eboko,4.68,12.37,80.19,71,89,2.93,CM,2020-06-28 16:17:44,light rain,0.26,0.0
414,Petatlan,17.52,-101.27,87.8,62,40,3.8,MX,2020-06-28 16:17:45,scattered clouds,0.0,0.0
415,Jibuti,11.5,42.5,96.8,37,1,3.36,DJ,2020-06-28 16:17:45,clear sky,0.0,0.0
416,Buala,-8.14,159.59,80.44,77,28,3.6,SB,2020-06-28 16:17:45,scattered clouds,0.0,0.0
417,Mantua,45.17,10.78,91.99,42,9,1.99,IT,2020-06-28 16:16:23,clear sky,0.0,0.0
418,Jonesboro,35.84,-90.7,84.2,70,20,14.29,US,2020-06-28 16:17:45,few clouds,0.0,0.0
419,Ahuimanu,21.44,-157.84,75.2,73,40,4.7,US,2020-06-28 16:17:45,scattered clouds,0.0,0.0
420,Ovsyanka,55.96,92.55,68.0,56,40,8.95,RU,2020-06-28 16:17:45,scattered clouds,0.0,0.0
421,Hobyo,5.35,48.53,79.93,75,48,24.38,SO,2020-06-28 16:17:45,scattered clouds,0.0,0.0
422,Ostrovnoy,68.05,39.51,43.18,75,91,6.22,RU,2020-06-28 16:16:46,overcast clouds,0.0,0.0
423,Lata,40.16,-8.33,84.0,53,0,11.23,PT,2020-06-28 16:17:45,clear sky,0.0,0.0
424,Jalu,29.03,21.55,95.68,16,0,13.51,LY,2020-06-28 16:17:45,clear sky,0.0,0.0
425,Zhangjiakou,40.81,114.88,68.67,70,91,2.51,CN,2020-06-28 16:17:45,overcast clouds,0.0,0.0
426,Islamkot,24.7,70.18,88.97,62,12,22.86,PK,2020-06-28 16:17:45,few clouds,0.0,0.0
427,San Luis,-33.3,-66.34,54.93,40,22,10.56,AR,2020-06-28 16:14:08,few clouds,0.0,0.0
428,Shirokiy,49.76,129.52,60.66,95,100,4.68,RU,2020-06-28 16:17:45,overcast clouds,0.0,0.0
429,Solnechnyy,50.72,136.63,55.62,87,41,5.73,RU,2020-06-28 16:17:45,scattered clouds,0.0,0.0
430,Gumdag,39.21,54.59,84.99,14,100,13.22,TM,2020-06-28 16:17:45,overcast clouds,0.0,0.0
431,Miastko,54.0,16.98,84.0,59,91,5.91,PL,2020-06-28 16:17:45,moderate rain,1.13,0.0
432,Maarianhamina,60.1,19.93,78.8,47,21,8.05,AX,2020-06-28 16:17:45,few clouds,0.0,0.0
433,Kutum,14.2,24.67,91.76,18,97,8.72,SD,2020-06-28 16:17:45,overcast clouds,0.0,0.0
434,Khani,41.96,42.96,78.8,65,40,13.87,GE,2020-06-28 16:17:45,scattered clouds,0.0,0.0
435,Olafsvik,64.89,-23.71,54.46,82,97,5.7,IS,2020-06-28 16:17:45,overcast clouds,0.0,0.0
436,Seydi,39.48,62.91,78.82,16,7,10.38,TM,2020-06-28 16:17:45,clear sky,0.0,0.0
437,Nuuk,64.18,-51.72,50.0,61,20,6.93,GL,2020-06-28 16:15:06,few clouds,0.0,0.0
438,Rong Kwang,18.34,100.32,76.68,87,39,2.06,TH,2020-06-28 16:17:45,scattered clouds,0.0,0.0
439,Dobric,44.7,19.58,91.0,44,88,2.17,RS,2020-06-28 16:17:45,overcast clouds,0.0,0.0
440,Avera,33.19,-82.53,89.6,59,1,10.29,US,2020-06-28 16:16:54,clear sky,0.0,0.0
441,Gazojak,41.19,61.4,77.58,17,76,7.23,TM,2020-06-28 16:17:46,broken clouds,0.0,0.0
442,Shenjiamen,29.96,122.3,75.94,95,100,16.13,CN,2020-06-28 16:17:46,overcast clouds,0.0,0.0
443,Madang,-5.22,145.8,75.99,89,83,3.47,PG,2020-06-28 16:17:46,broken clouds,0.0,0.0
444,Collie,-33.37,116.15,50.0,83,98,11.01,AU,2020-06-28 16:17:46,heavy intensity rain,4.31,0.0
445,Chieri,45.01,7.82,89.01,45,40,5.82,IT,2020-06-28 16:17:46,scattered clouds,0.0,0.0
446,Gat,31.61,34.76,84.0,65,20,8.05,IL,2020-06-28 16:17:46,few clouds,0.0,0.0
447,Balingasay,16.36,119.86,78.6,89,100,8.23,PH,2020-06-28 16:17:46,moderate rain,1.95,0.0
448,Puerto Ayacucho,5.66,-67.62,77.0,89,100,1.63,VE,2020-06-28 16:17:46,light rain,0.22,0.0
449,Port Augusta,-32.5,137.77,39.99,86,0,3.36,AU,2020-06-28 16:17:46,clear sky,0.0,0.0
450,Milkovo,54.72,158.62,50.25,78,1,1.1,RU,2020-06-28 16:17:46,clear sky,0.0,0.0
451,Nara,34.69,135.8,71.01,70,15,3.0,JP,2020-06-28 16:17:46,few clouds,0.0,0.0
452,Vradiyivka,47.86,30.59,83.05,54,23,6.93,UA,2020-06-28 16:17:46,few clouds,0.0,0.0
453,Yar-Sale,66.83,70.83,53.56,61,78,6.08,RU,2020-06-28 16:17:46,broken clouds,0.0,0.0
454,Tchibanga,-2.85,11.03,79.75,64,29,8.63,GA,2020-06-28 16:17:46,scattered clouds,0.0,0.0
455,Shieli,44.17,66.75,66.79,31,0,5.59,KZ,2020-06-28 16:17:46,clear sky,0.0,0.0
456,Wakkanai,45.41,141.67,52.99,94,100,20.33,JP,2020-06-28 16:17:46,overcast clouds,0.0,0.0
457,Kibre Mengist,5.88,38.98,62.33,92,70,1.95,ET,2020-06-28 16:17:46,light rain,0.65,0.0
458,Rosarito,32.33,-117.03,64.99,77,90,6.93,MX,2020-06-28 16:17:46,overcast clouds,0.0,0.0
459,Yigou,35.81,114.32,74.43,81,100,11.1,CN,2020-06-28 16:17:46,overcast clouds,0.0,0.0
460,Port Blair,11.67,92.75,83.32,78,100,9.4,IN,2020-06-28 16:14:34,overcast clouds,0.0,0.0
461,Inhambane,-23.86,35.38,82.4,30,0,10.11,MZ,2020-06-28 16:16:46,clear sky,0.0,0.0
462,Shimoda,34.67,138.95,64.0,95,87,6.76,JP,2020-06-28 16:17:46,overcast clouds,0.0,0.0
463,Anadyr,64.75,177.48,35.01,80,20,4.47,RU,2020-06-28 16:17:46,few clouds,0.0,0.0
464,Vac,47.78,19.14,91.99,55,0,1.99,HU,2020-06-28 16:17:46,clear sky,0.0,0.0
465,Okhotsk,59.38,143.3,46.94,88,1,5.23,RU,2020-06-28 16:17:46,clear sky,0.0,0.0
466,Kasongo-Lunda,-6.47,16.82,89.91,25,26,2.33,CD,2020-06-28 16:17:46,scattered clouds,0.0,0.0
467,Leipzig,51.34,12.38,75.99,47,40,16.11,DE,2020-06-28 16:17:46,scattered clouds,0.0,0.0
468,Sacramento,38.47,-121.32,66.99,59,5,19.46,US,2020-06-28 16:15:05,clear sky,0.0,0.0
469,Stodolishche,54.19,32.65,70.11,87,95,4.92,RU,2020-06-28 16:17:46,light rain,0.51,0.0
470,Vawkavysk,53.16,24.45,74.52,75,1,8.25,BY,2020-06-28 16:17:47,clear sky,0.0,0.0
471,Mae Sot,16.72,98.57,73.87,90,22,2.48,TH,2020-06-28 16:17:08,few clouds,0.0,0.0
472,Nha Trang,12.25,109.18,82.4,74,40,2.24,VN,2020-06-28 16:17:47,scattered clouds,0.0,0.0
473,Fenton,42.8,-83.7,82.4,45,1,4.7,US,2020-06-28 16:17:47,clear sky,0.0,0.0
474,Novaya Zaimka,56.49,66.92,52.48,93,93,6.26,RU,2020-06-28 16:17:47,light rain,0.2,0.0
475,Kalmunai,7.42,81.82,84.69,75,95,4.34,LK,2020-06-28 16:17:09,overcast clouds,0.0,0.0
476,Basti,26.8,82.72,80.94,83,56,12.12,IN,2020-06-28 16:17:47,broken clouds,0.0,0.0
477,Mishelevka,52.86,103.17,62.06,89,53,7.25,RU,2020-06-28 16:17:47,light rain,0.78,0.0
478,Tongliao,43.61,122.27,75.6,41,80,11.21,CN,2020-06-28 16:17:47,broken clouds,0.0,0.0
479,Abha,18.22,42.51,87.8,11,75,13.87,SA,2020-06-28 16:17:47,broken clouds,0.0,0.0
480,Kostomuksha,64.57,30.58,61.95,42,37,5.37,RU,2020-06-28 16:17:47,scattered clouds,0.0,0.0
481,Itoman,26.12,127.67,82.4,94,40,11.41,JP,2020-06-28 16:17:08,scattered clouds,0.0,0.0
482,Tazovskiy,67.47,78.7,54.86,95,94,8.52,RU,2020-06-28 16:17:47,moderate rain,1.62,0.0
483,Vuktyl,63.86,57.31,47.5,67,85,12.01,RU,2020-06-28 16:17:47,overcast clouds,0.0,0.0
484,Brignoles,43.4,6.07,91.4,29,0,9.17,FR,2020-06-28 16:17:47,clear sky,0.0,0.0
485,Tinton Falls,40.3,-74.1,84.99,66,1,6.93,US,2020-06-28 16:17:47,clear sky,0.0,0.0
486,Shingu,33.73,135.98,68.52,84,77,6.42,JP,2020-06-28 16:17:47,broken clouds,0.0,0.0
487,Dubbo,-32.25,148.62,41.0,93,0,9.17,AU,2020-06-28 16:17:47,clear sky,0.0,0.0
488,Huanren,41.26,125.37,62.42,83,83,0.38,CN,2020-06-28 16:17:47,broken clouds,0.0,0.0
489,Fare,-16.7,-151.02,76.75,76,48,23.0,PF,2020-06-28 16:17:47,scattered clouds,0.0,0.0
490,Erenhot,43.65,111.98,68.09,58,64,20.31,CN,2020-06-28 16:17:47,light rain,0.69,0.0
491,Balkhash,46.84,74.98,64.67,47,1,11.43,KZ,2020-06-28 16:17:47,clear sky,0.0,0.0
492,Gushikawa,26.35,127.87,82.4,88,1,12.75,JP,2020-06-28 16:17:48,clear sky,0.0,0.0
493,San Cristobal,7.77,-72.22,87.8,45,40,20.8,VE,2020-06-28 16:17:48,scattered clouds,0.0,0.0
494,San Jose,37.34,-121.89,64.99,67,75,14.99,US,2020-06-28 16:16:42,broken clouds,0.0,0.0
495,La Palma,33.85,-118.05,68.0,72,90,5.82,US,2020-06-28 16:15:45,overcast clouds,0.0,0.0
496,Masingbi,8.78,-11.95,82.42,78,92,3.36,SL,2020-06-28 16:17:48,light rain,0.16,0.0
497,Berlevag,70.86,29.09,42.8,87,90,10.29,NO,2020-06-28 16:16:52,light intensity shower rain,0.0,0.0
498,Ponta Delgada,37.73,-25.67,71.6,83,40,6.93,PT,2020-06-28 16:17:47,scattered clouds,0.0,0.0
499,Bantou,26.22,117.49,78.24,76,100,2.13,CN,2020-06-28 16:17:48,overcast clouds,0.0,0.0
500,Wenchi,7.74,-2.1,82.27,78,55,3.27,GH,2020-06-28 16:17:48,moderate rain,1.02,0.0
501,Harstad,68.8,16.53,66.2,52,90,17.22,NO,2020-06-28 16:17:48,overcast clouds,0.0,0.0
502,Garden City,42.33,-83.33,82.99,54,75,4.7,US,2020-06-28 16:15:00,broken clouds,0.0,0.0
503,Masakin,35.73,10.58,82.4,65,0,13.87,TN,2020-06-28 16:17:48,clear sky,0.0,0.0
504,Vila Franca Do Campo,37.72,-25.43,71.6,83,40,6.93,PT,2020-06-28 16:17:48,scattered clouds,0.0,0.0
505,Siniscola,40.57,9.69,86.0,30,0,8.05,IT,2020-06-28 16:17:48,clear sky,0.0,0.0
506,Dryden,49.78,-92.75,78.8,50,1,10.29,CA,2020-06-28 16:17:48,clear sky,0.0,0.0
507,Bereda,43.27,-7.54,70.0,84,91,7.0,ES,2020-06-28 16:17:48,overcast clouds,0.0,0.0
508,Clonakilty,51.62,-8.87,59.0,62,75,17.22,IE,2020-06-28 16:17:48,broken clouds,0.0,0.0
509,Mana,5.66,-53.78,83.37,74,51,4.29,GF,2020-06-28 16:11:11,light rain,0.69,0.0
510,Batagay,67.63,134.63,63.97,69,63,4.05,RU,2020-06-28 16:17:05,broken clouds,0.0,0.0
511,Rocha,-34.48,-54.33,53.78,69,37,5.97,UY,2020-06-28 16:16:59,scattered clouds,0.0,0.0
512,Honningsvag,70.98,25.97,42.8,87,75,10.29,NO,2020-06-28 16:17:48,broken clouds,0.0,0.0
513,Tauranga,-37.69,176.17,48.0,92,4,1.01,NZ,2020-06-28 16:15:21,clear sky,0.0,0.0
514,Ouadda,8.08,22.4,77.52,84,29,3.29,CF,2020-06-28 16:17:48,moderate rain,2.73,0.0
515,Lufilufi,-13.87,-171.6,80.85,74,19,20.02,WS,2020-06-28 16:17:48,few clouds,0.0,0.0
516,Muros,42.78,-9.06,66.0,92,89,8.01,ES,2020-06-28 16:17:48,overcast clouds,0.0,0.0
517,Nikolayevsk-Na-Amure,53.14,140.73,47.37,90,97,2.66,RU,2020-06-28 16:17:48,overcast clouds,0.0,0.0
518,Whitehorse,60.72,-135.05,57.99,62,40,3.36,CA,2020-06-28 16:14:37,scattered clouds,0.0,0.0
519,San Andres,12.58,-81.7,86.0,79,75,12.75,CO,2020-06-28 16:17:48,broken clouds,0.0,0.0
520,Krasnoborsk,61.56,45.93,50.92,55,62,8.97,RU,2020-06-28 16:17:48,broken clouds,0.0,0.0
521,Nizwa,22.93,57.53,96.08,31,73,1.86,OM,2020-06-28 16:17:33,broken clouds,0.0,0.0
522,Ascension,30.22,-90.9,89.01,70,1,6.93,US,2020-06-28 16:17:48,light rain,0.25,0.0
523,Sergeyevka,53.88,67.42,55.67,81,18,10.33,KZ,2020-06-28 16:17:49,few clouds,0.0,0.0
524,Moose Factory,51.26,-80.61,66.2,72,1,5.82,CA,2020-06-28 16:17:49,clear sky,0.0,0.0
525,Neyshabur,36.21,58.8,75.47,18,0,10.29,IR,2020-06-28 16:17:49,clear sky,0.0,0.0
526,Kirchbichl,47.51,12.1,80.6,47,20,9.17,AT,2020-06-28 16:17:49,few clouds,0.0,0.0
527,Krasnoselkup,65.7,82.47,62.44,90,91,10.27,RU,2020-06-28 16:17:49,light rain,0.94,0.0
528,Saint-Ambroise,48.55,-71.33,68.0,82,75,6.93,CA,2020-06-28 16:17:49,broken clouds,0.0,0.0
529,Daru,-9.08,143.21,77.85,86,97,15.39,PG,2020-06-28 16:17:49,light rain,0.14,0.0
530,Ribeira Brava,32.65,-17.07,73.99,77,4,3.0,PT,2020-06-28 16:17:49,clear sky,0.0,0.0
531,Komsomolskiy,40.43,71.72,75.2,22,0,6.93,UZ,2020-06-28 16:16:50,clear sky,0.0,0.0
532,Oriximina,-1.77,-55.87,83.7,79,26,5.1,BR,2020-06-28 16:17:49,light rain,0.93,0.0
533,Kemijarvi,66.71,27.43,65.41,34,85,3.62,FI,2020-06-28 16:17:49,overcast clouds,0.0,0.0
534,Saint George,37.1,-113.58,91.4,18,1,16.11,US,2020-06-28 16:16:25,clear sky,0.0,0.0
535,Marrakesh,31.63,-8.01,96.8,25,0,5.82,MA,2020-06-28 16:15:48,clear sky,0.0,0.0
536,Sisimiut,66.94,-53.67,42.17,82,99,8.3,GL,2020-06-28 16:17:49,overcast clouds,0.0,0.0
537,Santona,43.44,-3.46,78.8,69,75,9.17,ES,2020-06-28 16:17:49,broken clouds,0.0,0.0
538,Lastoursville,-0.81,12.73,88.54,53,55,1.74,GA,2020-06-28 16:17:49,broken clouds,0.0,0.0
539,Waingapu,-9.66,120.26,74.93,81,98,10.42,ID,2020-06-28 16:17:49,overcast clouds,0.0,0.0
540,Zainsk,55.32,52.07,59.0,62,75,6.71,RU,2020-06-28 16:17:49,broken clouds,0.0,0.0
541,Santa Rosa,14.31,121.11,79.0,94,90,2.24,PH,2020-06-28 16:17:49,overcast clouds,0.0,0.0
542,Sola,-13.88,167.55,77.0,100,90,15.59,VU,2020-06-28 16:17:49,overcast clouds,0.0,0.0
543,Dawei,14.08,98.2,78.64,84,99,1.88,MM,2020-06-28 16:17:49,overcast clouds,0.0,0.0
544,Karachi,24.91,67.08,89.6,62,40,21.92,PK,2020-06-28 16:16:11,scattered clouds,0.0,0.0
